央视频道,#genre#
卡酷少儿,https://migu.188766.xyz/?migutoken=01da104c7a23af776346582fbe99ba11&id=%E5%8C%97%E4%BA%AC%E5%8D%A1%E9%85%B7%E5%B0%91%E5%84%BF&type=yy
北京影视,https://migu.188766.xyz/?migutoken=3902f2b0007db52748e8063f88b13b44&id=%E5%8C%97%E4%BA%AC%E5%BD%B1%E8%A7%86&type=yy
北京文艺,https://migu.188766.xyz/?migutoken=708332ba53d2a7c63a12f362384fa0a5&id=%E5%8C%97%E4%BA%AC%E6%96%87%E8%89%BA&type=yy
北京财经,https://migu.188766.xyz/?migutoken=c8b48496440622b303fe7d3620f1352a&id=%E5%8C%97%E4%BA%AC%E8%B4%A2%E7%BB%8F&type=yy
北京生活,https://migu.188766.xyz/?migutoken=85c08b2c84bf3985de537be307c122b0&id=%E5%8C%97%E4%BA%ACi%E7%94%9F%E6%B4%BB&type=yy
北京新闻,https://migu.188766.xyz/?migutoken=48d587042da61bbafd11c2c8117a3b44&id=%E5%8C%97%E4%BA%AC%E6%96%B0%E9%97%BB&type=yy
北京纪实科教,https://migu.188766.xyz/?migutoken=43e18f892c6f9ef4a5bac94014a80c4e&id=%E5%8C%97%E4%BA%AC%E7%BA%AA%E5%AE%9E%E7%A7%91%E6%95%99&type=yy
河南梨园,https://migu.188766.xyz/?migutoken=c7981b550383b425f5aeb5eab6dfcdfe&id=%E6%A2%A8%E5%9B%AD%E9%A2%91%E9%81%93&type=yy
河南新闻,https://migu.188766.xyz/?migutoken=a1307bc35e510a57173d097050e27ee4&id=%E6%96%B0%E9%97%BB%E9%A2%91%E9%81%93&type=yy
河南都市,https://migu.188766.xyz/?migutoken=3a047be4fbee3f91091f0c8d57c0710c&id=%E9%83%BD%E5%B8%82%E9%A2%91%E9%81%93&type=yy
河南民生,https://migu.188766.xyz/?migutoken=dd0868531de5f697bc42bb49d1e03713&id=%E6%B0%91%E7%94%9F%E9%A2%91%E9%81%93&type=yy
河南电视剧,https://migu.188766.xyz/?migutoken=9208cdd52845738396bdb6fd5411f1fe&id=%E7%94%B5%E8%A7%86%E5%89%A7%E9%A2%91%E9%81%93&type=yy
河南公共,https://migu.188766.xyz/?migutoken=c42dd1803d551a47ea05eff16d698652&id=%E5%85%AC%E5%85%B1%E9%A2%91%E9%81%93&type=yy
河南公共,https://migu.188766.xyz/?migutoken=78b704afa3a5bd2d0f2e13125599cecf&id=%E6%B3%95%E6%B2%BB%E9%A2%91%E9%81%93&type=yy
河南武术,https://migu.188766.xyz/?migutoken=2af33713c5151d7097905b0d3657dfdd&id=%E6%AD%A6%E6%9C%AF%E9%A2%91%E9%81%93&type=yy
河南移动戏曲,https://migu.188766.xyz/?migutoken=f9bfbb07034e67defc4292366b220fca&id=%E7%A7%BB%E5%8A%A8%E6%88%8F%E6%9B%B2%E9%A2%91%E9%81%93&type=yy
河南文物宝库,https://migu.188766.xyz/?migutoken=5835cf57af38eedb2455609f4c49c9e2&id=%E6%96%87%E7%89%A9%E5%AE%9D%E5%BA%93&type=yy
河南象视界,https://migu.188766.xyz/?migutoken=8217a4d6ca7d17a05a3359e5f11f6ce3&id=%E8%B1%A1%E8%A7%86%E7%95%8C&type=yy
广东体育,https://migu.188766.xyz/?migutoken=d2098cc60d4b800380e1ca5b531b96a5&id=hk_gdty&type=dy
广东体育,https://mgev.188766.xyz/?migutoken=114b39a9bf00b950d9fc2ae1ca956dde&id=gd_gdty&type=sz
广东新闻,https://mgev.188766.xyz/?migutoken=0e8dceb9142db9989b35feb1ea2c76e6&id=gd_gdxw&type=sz
广东珠江,https://mgev.188766.xyz/?migutoken=3a2e5f4a0246d70a41808b7d82b61da0&id=gd_gdzj&type=sz
广东民生,https://mgev.188766.xyz/?migutoken=a4249a8f933df3fc585b7af031bacc21&id=gd_gdms&type=sz
广东影视,https://mgev.188766.xyz/?migutoken=c14c29a5a30dc7314ec60bcc2e011961&id=gd_gdys&type=sz
广东少儿,https://mgev.188766.xyz/?migutoken=3c5fc9f6d9c043ce92b210e29afb584e&id=gd_gdse&type=sz
嘉佳卡通,https://mgev.188766.xyz/?migutoken=ef4525c39a42d4ac5c042d3beaffb8ee&id=gd_jjkt&type=sz
岭南戏曲,https://mgev.188766.xyz/?migutoken=fb0b144d4664abad08506d44f9235429&id=gd_lnxq&type=sz
广东移动,https://mgev.188766.xyz/?migutoken=a1b84d13d1cd01e647b6fb0ea0119dbe&id=gd_gdyd&type=sz
现代教育,https://mgev.188766.xyz/?migutoken=c6a9fa5b95f52f7f944d935445b7ae87&id=gd_xdjy&type=sz
广东生活频道,https://mgev.188766.xyz/?migutoken=884b3ece7205b1b8c011e834849ea264&id=gd_gdsh&type=sz
上海新闻综合,https://migu.188766.xyz/?migutoken=bf02825bf338fd2d329fc035572330e7&id=%E4%B8%8A%E6%B5%B7%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&type=yy
上海第一财经,#EXTVLCOPT:referer=https://live.kankanews.com/
上海新纪实,#EXTVLCOPT:referer=https://live.kankanews.com/
上海都市,#EXTVLCOPT:referer=https://live.kankanews.com/
哈哈炫动,#EXTVLCOPT:referer=https://live.kankanews.com/
上海魔都眼,#EXTVLCOPT:referer=https://live.kankanews.com/
爱上海,#EXTVLCOPT:referer=https://live.kankanews.com/
海南新闻,https://migu.188766.xyz/?migutoken=2eb2ebfc4a30475fdfc21481c15f0bd5&id=hn_xwpd&type=sz
海南文旅,https://migu.188766.xyz/?migutoken=70cdcb5b1332991508d49e7aa1fc6ecd&id=hn_wlpd&type=sz
海南自贸,https://migu.188766.xyz/?migutoken=284a4486171101c7acf989d20f324667&id=hn_jjpd&type=sz
海南公共,https://migu.188766.xyz/?migutoken=d317a6730bf12a39ac0c08b408a34222&id=hn_ggpd&type=sz
海南少儿,https://migu.188766.xyz/?migutoken=fd8c4e81ad0fb13e5f27bacd5a0f740d&id=hn_sepd&type=sz
浙江公共新闻,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江国际,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江教科影视,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
之江纪录,https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
浙江民生休闲,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江经视,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江钱江都市,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
内蒙古农牧,http://play1-qk.nmtv.cn:80/live/1686561299036179.m3u8
内蒙古新闻综合,http://play1-qk.nmtv.cn/live/1686560423879174.m3u8
内蒙古少儿,http://play1-qk.nmtv.cn/live/1686560464515368.m3u8
内蒙古文体娱乐,http://play1-qk.nmtv.cn/live/1686561195713372.m3u8
内蒙古经济生活,http://play1-qk.nmtv.cn/live/1686562470947181.m3u8
内蒙古蒙语卫视,http://play1-qk.nmtv.cn/live/1686560387346365.m3u8
内蒙古蒙语文化,http://play1-qk.nmtv.cn/live/1686561065304370.m3u8
江苏新闻,https://migu.188766.xyz/?migutoken=a03debdb66ac8b619b0ee5ccdd7ca517&id=%E5%85%AC%E5%85%B1%E6%96%B0%E9%97%BB%E9%A2%91%E9%81%93&type=yy
江苏国际,https://migu.188766.xyz/?migutoken=d26f36b69f29df1e71eae8d9d59bcb77&id=%E6%B1%9F%E8%8B%8F%E5%9B%BD%E9%99%85&type=yy
江苏综艺,https://migu.188766.xyz/?migutoken=b9976c781308ff7dc2248bb8b50c9723&id=%E6%B1%9F%E8%8B%8F%E7%BB%BC%E8%89%BA%E9%A2%91%E9%81%93&type=yy
江苏影视,https://migu.188766.xyz/?migutoken=05c8187bb8a90b2b4f9137869f08a77a&id=%E6%B1%9F%E8%8B%8F%E5%BD%B1%E8%A7%86%E9%A2%91%E9%81%93&type=yy
江苏教育,https://migu.188766.xyz/?migutoken=1fb166613ac47ac161bc0067988a9cca&id=%E6%B1%9F%E8%8B%8F%E6%95%99%E8%82%B2&type=yy
江苏体育,https://migu.188766.xyz/?migutoken=2e16c1309dc51e933103e099c135cb31&id=%E4%BD%93%E8%82%B2%E4%BC%91%E9%97%B2%E9%A2%91%E9%81%93&type=yy
南京新闻综合,https://migu.188766.xyz/?migutoken=d2cd49dabb560e7c0673473a58e020fd&id=%E5%8D%97%E4%BA%AC%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88%E9%A2%91%E9%81%93&type=yy
南京教科,https://migu.188766.xyz/?migutoken=9cdea0f871f78e017631bf18ae935179&id=%E5%8D%97%E4%BA%AC%E6%95%99%E7%A7%91%E9%A2%91%E9%81%93&type=yy
南京十八,https://migu.188766.xyz/?migutoken=238975a8415fcab96e24ec719e50ffd6&id=%E5%8D%97%E4%BA%AC%E5%8D%81%E5%85%AB%E9%A2%91%E9%81%93&type=yy
盐城新闻综合,https://migu.188766.xyz/?migutoken=0fdee691074364b4f3fb75c7fc413980&id=%E7%9B%90%E5%9F%8E%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&type=yy
淮安新闻综合,https://migu.188766.xyz/?migutoken=49dee88eeac154b57d7ac24de982e6c6&id=%E6%B7%AE%E5%AE%89%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&type=yy
泰州新闻综合,https://migu.188766.xyz/?migutoken=144b252c278ea8c3d02b155f6916c1e5&id=%E6%B3%B0%E5%B7%9E%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&type=yy
连云港新闻综合,https://migu.188766.xyz/?migutoken=610ff1f93648a51de1a910833d897d6b&id=%E8%BF%9E%E4%BA%91%E6%B8%AF%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&type=yy
宿迁新闻综合,https://migu.188766.xyz/?migutoken=bf2e0971c3f30e09858f8a858f80f074&id=%E5%AE%BF%E8%BF%81%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&type=yy
徐州新闻综合,https://migu.188766.xyz/?migutoken=294a3ddc588e087bf7d19e934e203f4c&id=%E5%BE%90%E5%B7%9E%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&type=yy
江阴新闻综合,https://migu.188766.xyz/?migutoken=3179febc8fd60a193fa7c19aebb1fafc&id=%E6%B1%9F%E9%98%B4%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&type=yy
南通新闻综合,https://migu.188766.xyz/?migutoken=27ec372577c5c56c126dea50c0e88424&id=%E5%8D%97%E9%80%9A%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&type=yy
宜兴新闻综合,https://migu.188766.xyz/?migutoken=8659a9ccde3bac04f1447c1201188c5f&id=%E5%AE%9C%E5%85%B4%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&type=yy
溧水新闻综合,https://migu.188766.xyz/?migutoken=e9ce5f4501bc94e49ad9bf72bbc34104&id=%E6%BA%A7%E6%B0%B4%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&type=yy
陕西银龄频道,https://migu.188766.xyz/?migutoken=f6015a05b5933702fd0d477a7e031275&id=%E9%99%95%E8%A5%BF%E9%93%B6%E9%BE%84%E9%A2%91%E9%81%93&type=yy
陕西都市青春频道,https://migu.188766.xyz/?migutoken=d6652254456e9c97c1484682cc712076&id=%E9%99%95%E8%A5%BF%E9%83%BD%E5%B8%82%E9%9D%92%E6%98%A5%E9%A2%91%E9%81%93&type=yy
陕西秦腔频道,https://migu.188766.xyz/?migutoken=9ce528fc5534138f0fd33ae28fab2378&id=%E9%99%95%E8%A5%BF%E7%A7%A6%E8%85%94%E9%A2%91%E9%81%93&type=yy
陕西新闻资讯频道,https://migu.188766.xyz/?migutoken=5462e2afb31260978dc3fd8e054bc76d&id=%E9%99%95%E8%A5%BF%E6%96%B0%E9%97%BB%E8%B5%84%E8%AE%AF%E9%A2%91%E9%81%93&type=yy

粤语频道,#genre#
凤凰中文,https://migu.188766.xyz/?migutoken=216e33dbf0a6d151e62af73f2aa4475d&id=fhzw&pp=1
凤凰中文,https://migu.188766.xyz/?migutoken=7c889cd8094d2d3adc7dc1351fba5d6f&id=hk_fhzw&type=dy
凤凰资讯,https://migu.188766.xyz/?migutoken=8355d7ec48e061e8a77e3fa186949a0f&id=fhzx&pp=1
凤凰资讯,https://migu.188766.xyz/?migutoken=c9f8dce5f899854c1c1d560cbddcee24&id=hk_fhzx&type=dy
凤凰香港,https://migu.188766.xyz/?migutoken=cd5d6de0401466d3a47e91c2fe2f545d&id=fhhk&pp=1
凤凰香港,https://migu.188766.xyz/?migutoken=0c87a5411e057d73334504539da6a8f7&id=hk_fhhk&type=dy
翡翠台,https://migu.188766.xyz/?migutoken=fab294f829b1591c0264f239567ce461&id=hk_fct&type=dy
翡翠台4K,https://migu.188766.xyz/?migutoken=dd11cb0a55776bd1a8b0802559c0788d&id=hk_fct4k&type=dy
无线新闻,https://migu.188766.xyz/?migutoken=f4924302e9adb391cca1805063cf1b7d&id=hk_wxxw&type=dy
Now新闻台,https://migu.188766.xyz/?migutoken=8c8a32289e87259dc6476b91562724c0&id=hk_now&type=dy
TVB Plus,https://migu.188766.xyz/?migutoken=723eb1390ffc3c50032643e74abdc122&id=hk_tvbp&type=dy
明珠台,https://migu.188766.xyz/?migutoken=0da1ac62327a38c1b99a8f4fd7ff5a48&id=hk_mzt&type=dy
TVB星河,https://migu.188766.xyz/?migutoken=a4445b04c2e239088679a53fe8665cc1&id=hk_tvbxh&type=dy
TVB功夫,https://migu.188766.xyz/?migutoken=52a39550d0c88aea75210ae55a97d165&id=hk_yzwx&type=dy
八度空间,https://migu.188766.xyz/?migutoken=096af95d3b9b0150a3570cd525ba6479&id=hk_8tv&type=dy
CHU,https://migu.188766.xyz/?migutoken=ca5f406935ac8262156abd74448d86b8&id=hk_chu&type=dy
CH5,https://migu.188766.xyz/?migutoken=3bab1d17ea3dc34505c80fb669276539&id=hk_ch5&type=dy
CH8,https://migu.188766.xyz/?migutoken=52acbf837b5cd1e1fde9e2eca78af544&id=hk_ch8&type=dy
澳视澳门,https://migu.188766.xyz/?migutoken=6c94d018c08c90da36268603230a3fdb&id=hk_asam&type=dy
HOY77,https://migu.188766.xyz/?migutoken=fa24842d45f18f0ac0e08c5542667993&id=hk_hoy&type=dy

咪视界ys,#genre#
睛彩竞技,https://msj.188766.xyz/play?id=3000000020000011528&token=902e5061902e5061902e5061902e5061&client=ys
睛彩篮球,https://msj.188766.xyz/play?id=3000000020000011529&token=902e5062902e5062902e5062902e5062&client=ys
睛彩青少,https://msj.188766.xyz/play?id=3000000020000011525&token=902e505e902e505e902e505e902e505e&client=ys
睛彩广场舞,https://msj.188766.xyz/play?id=3000000020000011523&token=902e505c902e505c902e505c902e505c&client=ys
咪视界4k-1,https://msj.188766.xyz/play?id=3000000010000005180&token=fb3d4949fb3d4949fb3d4949fb3d4949&client=ys
咪视界4k-2,https://msj.188766.xyz/play?id=3000000010000015686&token=fb4b7395fb4b7395fb4b7395fb4b7395&client=ys
咪视界-1,https://msj.188766.xyz/play?id=3000000001000005308&token=5aa20e395aa20e395aa20e395aa20e39&client=ys
咪视界-2,https://msj.188766.xyz/play?id=3000000001000005969&token=5aa2257a5aa2257a5aa2257a5aa2257a&client=ys
咪视界-3,https://msj.188766.xyz/play?id=3000000001000007218&token=5aa2f3555aa2f3555aa2f3555aa2f355&client=ys
